# BUSCO version is: 5.5.0 
# The lineage dataset is: bacillales_odb10 (Creation date: 2024-01-08, number of genomes: 412, number of BUSCOs: 450)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
142013at1385	Complete	NODE_11_length_115385_cov_68.112937	87857	88276	+	182.0	117	https://v10-1.orthodb.org/?query=142013at1385	Transcription regulator Rrf2-type
142230at1385	Complete	NODE_24_length_59682_cov_130.117631	44317	44829	-	164.5	128	https://v10-1.orthodb.org/?query=142230at1385	Protein of unknown function DUF901
142362at1385	Complete	NODE_1_length_284620_cov_98.478119	169366	169794	-	42.3	64	https://v10-1.orthodb.org/?query=142362at1385	Protein of unknown function DUF1934
142507at1385	Complete	NODE_12_length_110573_cov_70.712092	77476	77934	-	195.5	132	https://v10-1.orthodb.org/?query=142507at1385	Transcriptional repressor NrdR
142757at1385	Complete	NODE_24_length_59682_cov_130.117631	39181	39786	-	186.2	150	https://v10-1.orthodb.org/?query=142757at1385	Methyltransferase domain
143134at1385	Complete	NODE_24_length_59682_cov_130.117631	10540	10902	-	170.4	103	https://v10-1.orthodb.org/?query=143134at1385	Ribosomal protein L17
143683at1385	Complete	NODE_42_length_30993_cov_96.737087	28157	28612	-	160.2	116	https://v10-1.orthodb.org/?query=143683at1385	Ribosomal-protein-alanine acetyltransferase
143789at1385	Complete	NODE_10_length_134281_cov_67.927667	23803	24363	+	212.4	154	https://v10-1.orthodb.org/?query=143789at1385	HD domain
144394at1385	Complete	NODE_50_length_15489_cov_128.690229	11062	11547	+	189.9	125	https://v10-1.orthodb.org/?query=144394at1385	tRNA-specific adenosine deaminase
145012at1385	Complete	NODE_24_length_59682_cov_130.117631	6161	6553	-	201.0	117	https://v10-1.orthodb.org/?query=145012at1385	Ribosomal protein S9
145604at1385	Complete	NODE_2_length_245272_cov_72.276469	47168	47521	-	163.2	100	https://v10-1.orthodb.org/?query=145604at1385	Ribosome-binding factor A
145912at1385	Complete	NODE_10_length_134281_cov_67.927667	43775	44545	+	219.9	192	https://v10-1.orthodb.org/?query=145912at1385	16S rRNA (uracil(1498)-N(3))-methyltransferase
146197at1385	Complete	NODE_1_length_284620_cov_98.478119	186529	187047	-	116.2	91	https://v10-1.orthodb.org/?query=146197at1385	Uncharacterised protein YwhD
146607at1385	Complete	NODE_3_length_177228_cov_64.729564	58749	59195	+	221.1	125	https://v10-1.orthodb.org/?query=146607at1385	Nucleoside diphosphate kinase
148214at1385	Complete	NODE_5_length_162701_cov_71.739280	138877	139368	-	158.3	117	https://v10-1.orthodb.org/?query=148214at1385	GAF domain
148240at1385	Complete	NODE_4_length_167759_cov_77.424081	17053	17487	-	105.1	110	https://v10-1.orthodb.org/?query=148240at1385	Protein of unknown function DUF86
148493at1385	Complete	NODE_24_length_59682_cov_130.117631	22016	22357	-	218.6	112	https://v10-1.orthodb.org/?query=148493at1385	Ribosomal protein L22/L17
148500at1385	Complete	NODE_2_length_245272_cov_72.276469	213871	214425	-	148.3	105	https://v10-1.orthodb.org/?query=148500at1385	16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD
148525at1385	Complete	NODE_42_length_30993_cov_96.737087	29292	29768	-	137.2	87	https://v10-1.orthodb.org/?query=148525at1385	tRNA threonylcarbamoyl adenosine modification protein TsaE
148527at1385	Complete	NODE_34_length_45123_cov_83.957775	16306	16893	-	200.9	148	https://v10-1.orthodb.org/?query=148527at1385	Phosphoribosylglycinamide formyltransferase
148693at1385	Complete	NODE_34_length_45123_cov_83.957775	8157	8471	-	147.4	79	https://v10-1.orthodb.org/?query=148693at1385	Trp repressor
148815at1385	Complete	NODE_5_length_162701_cov_71.739280	51382	51966	-	177.6	139	https://v10-1.orthodb.org/?query=148815at1385	Putative rRNA methylase
149665at1385	Complete	NODE_24_length_59682_cov_130.117631	19687	19998	-	146.7	90	https://v10-1.orthodb.org/?query=149665at1385	Ribosomal protein L24
150463at1385	Complete	NODE_24_length_59682_cov_130.117631	25182	25490	-	187.4	92	https://v10-1.orthodb.org/?query=150463at1385	Ribosomal protein S10
150761at1385	Complete	NODE_24_length_59682_cov_130.117631	12517	12882	-	182.7	105	https://v10-1.orthodb.org/?query=150761at1385	Ribosomal protein S13
150908at1385	Complete	NODE_4_length_167759_cov_77.424081	3825	4187	-	120.3	86	https://v10-1.orthodb.org/?query=150908at1385	FeS cluster insertion, C-terminal, conserved site
151356at1385	Complete	NODE_28_length_55587_cov_60.025175	2727	3122	+	161.2	116	https://v10-1.orthodb.org/?query=151356at1385	NusB antitermination factor
151482at1385	Complete	NODE_24_length_59682_cov_130.117631	16330	16770	-	214.6	133	https://v10-1.orthodb.org/?query=151482at1385	Ribosomal protein L15
151489at1385	Complete	NODE_10_length_134281_cov_67.927667	24381	24737	+	152.9	85	https://v10-1.orthodb.org/?query=151489at1385	Ribosomal silencing factor RsfS
151493at1385	Complete	NODE_10_length_134281_cov_67.927667	39043	39606	+	229.9	163	https://v10-1.orthodb.org/?query=151493at1385	Protein GrpE
152332at1385	Complete	NODE_37_length_43654_cov_62.808803	17829	18386	+	173.8	136	https://v10-1.orthodb.org/?query=152332at1385	NUDIX hydrolase domain
152606at1385	Complete	NODE_1_length_284620_cov_98.478119	119480	120025	-	152.4	148	https://v10-1.orthodb.org/?query=152606at1385	ATP synthase subunit delta
153366at1385	Complete	NODE_2_length_245272_cov_72.276469	21395	22309	-	114.7	65	https://v10-1.orthodb.org/?query=153366at1385	Cro/C1-type helix-turn-helix domain
154095at1385	Complete	NODE_1_length_284620_cov_98.478119	120022	120534	-	171.5	143	https://v10-1.orthodb.org/?query=154095at1385	ATP synthase subunit b
154160at1385	Complete	NODE_9_length_135168_cov_96.839764	18770	19120	-	170.5	88	https://v10-1.orthodb.org/?query=154160at1385	mRNA interferase
154265at1385	Complete	NODE_10_length_134281_cov_67.927667	63709	64203	+	128.1	108	https://v10-1.orthodb.org/?query=154265at1385	Protein of unknown function UPF0178
154418at1385	Complete	NODE_2_length_245272_cov_72.276469	50287	50562	-	102.4	53	https://v10-1.orthodb.org/?query=154418at1385	Uncharacterized protein YlxR
155083at1385	Complete	NODE_15_length_89294_cov_82.267551	20231	21025	-	108.0	143	https://v10-1.orthodb.org/?query=155083at1385	Regulatory protein RecX
155203at1385	Complete	NODE_24_length_59682_cov_130.117631	12101	12496	-	205.5	109	https://v10-1.orthodb.org/?query=155203at1385	Ribosomal protein S11
155305at1385	Complete	NODE_10_length_134281_cov_67.927667	68310	68960	+	115.5	148	https://v10-1.orthodb.org/?query=155305at1385	SAM-dependent methyltransferase
155418at1385	Complete	NODE_2_length_245272_cov_72.276469	49983	50285	-	113.4	78	https://v10-1.orthodb.org/?query=155418at1385	50S ribosomal protein L30e-like
156036at1385	Complete	NODE_28_length_55587_cov_60.025175	193	672	+	133.0	91	https://v10-1.orthodb.org/?query=156036at1385	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
156195at1385	Complete	NODE_2_length_245272_cov_72.276469	215075	215524	-	122.4	100	https://v10-1.orthodb.org/?query=156195at1385	Regulator
156418at1385	Complete	NODE_2_length_245272_cov_72.276469	107570	107917	-	210.0	109	https://v10-1.orthodb.org/?query=156418at1385	Ribosomal protein L19
156576at1385	Complete	NODE_42_length_30993_cov_96.737087	21045	21329	-	132.3	81	https://v10-1.orthodb.org/?query=156576at1385	GroES chaperonin family
156647at1385	Complete	NODE_2_length_245272_cov_72.276469	9165	9596	-	123.0	104	https://v10-1.orthodb.org/?query=156647at1385	YheA/YmcA-like domain superfamily
156714at1385	Complete	NODE_29_length_55167_cov_125.731583	51255	51617	+	148.3	104	https://v10-1.orthodb.org/?query=156714at1385	dihydroneopterin aldolase
157273at1385	Complete	NODE_11_length_115385_cov_68.112937	63225	63830	+	192.3	173	https://v10-1.orthodb.org/?query=157273at1385	Holliday junction ATP-dependent DNA helicase RuvA
157558at1385	Complete	NODE_2_length_245272_cov_72.276469	105741	106508	-	228.7	187	https://v10-1.orthodb.org/?query=157558at1385	Ribonuclease HII
157600at1385	Complete	NODE_29_length_55167_cov_125.731583	51614	52117	+	159.4	114	https://v10-1.orthodb.org/?query=157600at1385	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
157601at1385	Complete	NODE_1_length_284620_cov_98.478119	264555	265223	-	143.1	134	https://v10-1.orthodb.org/?query=157601at1385	thiamine phosphate synthase
157753at1385	Complete	NODE_21_length_63332_cov_124.278948	8040	8489	-	187.2	140	https://v10-1.orthodb.org/?query=157753at1385	Ribosomal protein L9
157956at1385	Complete	NODE_3_length_177228_cov_64.729564	80062	80397	+	163.5	93	https://v10-1.orthodb.org/?query=157956at1385	NTP pyrophosphohydrolase MazG, putative catalytic core
158026at1385	Complete	NODE_24_length_59682_cov_130.117631	23575	23862	-	135.8	84	https://v10-1.orthodb.org/?query=158026at1385	Ribosomal protein L25/L23
158266at1385	Complete	NODE_10_length_134281_cov_67.927667	55295	55768	+	149.7	100	https://v10-1.orthodb.org/?query=158266at1385	Endoribonuclease YbeY
158694at1385	Complete	NODE_24_length_59682_cov_130.117631	20035	20403	-	176.5	102	https://v10-1.orthodb.org/?query=158694at1385	Ribosomal protein L14P
159567at1385	Complete	NODE_10_length_134281_cov_67.927667	92222	92785	+	106.0	120	https://v10-1.orthodb.org/?query=159567at1385	5-formyltetrahydrofolate cyclo-ligase
159656at1385	Complete	NODE_29_length_55167_cov_125.731583	7166	7525	+	93.2	95	https://v10-1.orthodb.org/?query=159656at1385	Initiation-control protein YabA
159698at1385	Complete	NODE_24_length_59682_cov_130.117631	17519	17881	-	169.0	106	https://v10-1.orthodb.org/?query=159698at1385	Ribosomal protein L18
160059at1385	Complete	NODE_1_length_284620_cov_98.478119	125883	126335	-	44.2	70	https://v10-1.orthodb.org/?query=160059at1385	Phosphotyrosine protein phosphatase I
160380at1385	Complete	NODE_34_length_45123_cov_83.957775	22330	22584	-	118.2	67	https://v10-1.orthodb.org/?query=160380at1385	Phosphoribosylformylglycinamidine synthase subunit PurS
160645at1385	Complete	NODE_24_length_59682_cov_130.117631	22374	22652	-	149.3	75	https://v10-1.orthodb.org/?query=160645at1385	Ribosomal protein S19, bacterial-type
160818at1385	Complete	NODE_11_length_115385_cov_68.112937	44675	44959	+	180.8	89	https://v10-1.orthodb.org/?query=160818at1385	Ribosomal protein L27
161311at1385	Complete	NODE_2_length_245272_cov_72.276469	110067	110339	-	153.9	78	https://v10-1.orthodb.org/?query=161311at1385	Ribosomal protein S16
161724at1385	Complete	NODE_29_length_55167_cov_125.731583	20535	20828	+	168.3	77	https://v10-1.orthodb.org/?query=161724at1385	Stage V sporulation protein G
161732at1385	Complete	NODE_2_length_245272_cov_72.276469	170932	171426	-	181.1	129	https://v10-1.orthodb.org/?query=161732at1385	Septum formation initiator
162512at1385	Complete	NODE_9_length_135168_cov_96.839764	21988	22353	-	92.3	83	https://v10-1.orthodb.org/?query=162512at1385	Holo-
162582at1385	Complete	NODE_2_length_245272_cov_72.276469	214748	214999	-	76.1	61	https://v10-1.orthodb.org/?query=162582at1385	Protein of unknown function DUF2129
162964at1385	Complete	NODE_2_length_245272_cov_72.276469	44762	45031	-	152.7	81	https://v10-1.orthodb.org/?query=162964at1385	Ribosomal protein S15
163638at1385	Complete	NODE_34_length_45123_cov_83.957775	25803	26291	-	246.1	127	https://v10-1.orthodb.org/?query=163638at1385	5-(carboxyamino)imidazole ribonucleotide mutase
163894at1385	Complete	NODE_29_length_55167_cov_125.731583	33837	34214	+	86.9	91	https://v10-1.orthodb.org/?query=163894at1385	Septum formation initiator FtsL/DivIC
164215at1385	Complete	NODE_12_length_110573_cov_70.712092	64060	64419	-	209.3	111	https://v10-1.orthodb.org/?query=164215at1385	Ribosomal protein L20
164303at1385	Complete	NODE_11_length_115385_cov_68.112937	101903	102169	+	133.6	70	https://v10-1.orthodb.org/?query=164303at1385	IreB regulatory phosphoprotein
164573at1385	Complete	NODE_21_length_63332_cov_124.278948	52763	53113	-	114.4	87	https://v10-1.orthodb.org/?query=164573at1385	Ribonuclease P
164728at1385	Complete	NODE_49_length_20370_cov_99.255329	19741	20301	+	57.8	87	https://v10-1.orthodb.org/?query=164728at1385	Shikimate kinase
164832at1385	Complete	NODE_29_length_55167_cov_125.731583	17431	17691	+	138.4	72	https://v10-1.orthodb.org/?query=164832at1385	Protein Veg
165634at1385	Complete	NODE_11_length_115385_cov_68.112937	44324	44662	+	72.9	56	https://v10-1.orthodb.org/?query=165634at1385	Cysteine protease Prp
166635at1385	Complete	NODE_10_length_134281_cov_67.927667	22942	23232	+	134.8	78	https://v10-1.orthodb.org/?query=166635at1385	RNA-binding protein
166748at1385	Complete	NODE_24_length_59682_cov_130.117631	13052	13270	-	153.2	66	https://v10-1.orthodb.org/?query=166748at1385	Translation initiation factor IF-1
167485at1385	Complete	NODE_29_length_55167_cov_125.731583	32546	32806	+	131.7	74	https://v10-1.orthodb.org/?query=167485at1385	RNA-binding S4 domain
168689at1385	Complete	NODE_21_length_63332_cov_124.278948	37455	37742	-	121.0	75	https://v10-1.orthodb.org/?query=168689at1385	Ribosomal protein S6
168858at1385	Complete	NODE_11_length_115385_cov_68.112937	44013	44321	+	136.2	89	https://v10-1.orthodb.org/?query=168858at1385	Ribosomal protein L21
169699at1385	Complete	NODE_11_length_115385_cov_68.112937	67302	67571	+	94.8	60	https://v10-1.orthodb.org/?query=169699at1385	Preprotein translocase subunit YajC
169774at1385	Complete	NODE_24_length_59682_cov_130.117631	20444	20707	-	167.2	83	https://v10-1.orthodb.org/?query=169774at1385	Ribosomal protein S17/S11
169903at1385	Complete	NODE_2_length_245272_cov_72.276469	111799	112131	-	134.2	69	https://v10-1.orthodb.org/?query=169903at1385	DNA-binding protein
170648at1385	Complete	NODE_4_length_167759_cov_77.424081	64936	65292	-	135.8	95	https://v10-1.orthodb.org/?query=170648at1385	Arsenate reductase-like
170907at1385	Complete	NODE_21_length_63332_cov_124.278948	36613	36852	-	155.0	72	https://v10-1.orthodb.org/?query=170907at1385	Ribosomal protein S18
171000at1385	Complete	NODE_12_length_110573_cov_70.712092	64451	64651	-	122.4	59	https://v10-1.orthodb.org/?query=171000at1385	Ribosomal protein L35
171048at1385	Complete	NODE_22_length_62726_cov_85.359433	58496	58786	-	111.1	79	https://v10-1.orthodb.org/?query=171048at1385	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
172143at1385	Complete	NODE_1_length_284620_cov_98.478119	115146	115544	-	116.6	102	https://v10-1.orthodb.org/?query=172143at1385	ATP synthase delta/epsilon subunit, C-terminal domain
173016at1385	Complete	NODE_31_length_51624_cov_75.936978	10409	10630	+	115.9	56	https://v10-1.orthodb.org/?query=173016at1385	RNA-binding protein Hfq
173671at1385	Complete	NODE_2_length_245272_cov_72.276469	128172	128360	+	98.0	52	https://v10-1.orthodb.org/?query=173671at1385	Ribosomal protein L28/L24
173962at1385	Complete	NODE_24_length_59682_cov_130.117631	39876	40247	-	142.6	100	https://v10-1.orthodb.org/?query=173962at1385	Ribosomal protein L7/L12, C-terminal
174148at1385	Complete	NODE_2_length_245272_cov_72.276469	231257	231538	-	137.5	76	https://v10-1.orthodb.org/?query=174148at1385	Uncharacterised protein family UPF0358
174432at1385	Complete	NODE_2_length_245272_cov_72.276469	172354	172626	-	107.5	63	https://v10-1.orthodb.org/?query=174432at1385	CCB3/YggT
174436at1385	Complete	NODE_50_length_15489_cov_128.690229	13739	14062	+	107.4	76	https://v10-1.orthodb.org/?query=174436at1385	Nucleoid-associated protein YbaB/EbfC family
174463at1385	Complete	NODE_15_length_89294_cov_82.267551	87700	87915	+	83.8	61	https://v10-1.orthodb.org/?query=174463at1385	Protein of unknown function UPF0435
174739at1385	Complete	NODE_28_length_55587_cov_60.025175	5466	5720	+	84.4	47	https://v10-1.orthodb.org/?query=174739at1385	Exonuclease VII, small subunit
175010at1385	Complete	NODE_21_length_63332_cov_124.278948	56822	57037	+	87.7	45	https://v10-1.orthodb.org/?query=175010at1385	RNA-binding S4 domain
176023at1385	Complete	NODE_21_length_63332_cov_124.278948	41134	41340	-	122.4	52	https://v10-1.orthodb.org/?query=176023at1385	Protein of unknown function DUF951
176329at1385	Complete	NODE_2_length_245272_cov_72.276469	141189	141392	-	83.7	49	https://v10-1.orthodb.org/?query=176329at1385	DNA-directed RNA polymerase subunit omega
177307at1385	Complete	NODE_24_length_59682_cov_130.117631	20730	20930	-	112.9	56	https://v10-1.orthodb.org/?query=177307at1385	Ribosomal protein L29/L35
177681at1385	Complete	NODE_4_length_167759_cov_77.424081	63432	63752	-	49.8	40	https://v10-1.orthodb.org/?query=177681at1385	Thioredoxin
178030at1385	Complete	NODE_2_length_245272_cov_72.276469	118389	118622	-	113.1	62	https://v10-1.orthodb.org/?query=178030at1385	Acyl carrier protein
178773at1385	Complete	NODE_43_length_28370_cov_119.979587	4333	5175	+	89.2	201	https://v10-1.orthodb.org/?query=178773at1385	Regulatory protein YycH-like
178801at1385	Complete	NODE_10_length_134281_cov_67.927667	31497	31763	-	73.0	71	https://v10-1.orthodb.org/?query=178801at1385	Ribosomal protein S20
179231at1385	Complete	NODE_1_length_284620_cov_98.478119	114239	114469	-	100.9	60	https://v10-1.orthodb.org/?query=179231at1385	membrane protein
179372at1385	Complete	NODE_10_length_134281_cov_67.927667	26448	27065	+	151.5	134	https://v10-1.orthodb.org/?query=179372at1385	Soluble ligand binding domain
179670at1385	Complete	NODE_24_length_59682_cov_130.117631	16801	16980	-	92.2	49	https://v10-1.orthodb.org/?query=179670at1385	Ribosomal protein L30, ferredoxin-like fold domain
180690at1385	Complete	NODE_1_length_284620_cov_98.478119	146618	147124	-	170.5	163	https://v10-1.orthodb.org/?query=180690at1385	DNA-directed RNA polymerase subunit delta
181019at1385	Complete	NODE_24_length_59682_cov_130.117631	12905	13018	-	81.7	33	https://v10-1.orthodb.org/?query=181019at1385	Ribosomal protein L36
