locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJKAJODB_02425	CDS	333				hypothetical protein
AJKAJODB_02426	CDS	1155				IS256 family transposase ISBsu2
AJKAJODB_02427	CDS	240				hypothetical protein
AJKAJODB_02428	CDS	1155				IS256 family transposase ISBsu2
AJKAJODB_02429	CDS	306				hypothetical protein
AJKAJODB_02430	CDS	288				hypothetical protein
AJKAJODB_02431	CDS	108				hypothetical protein
AJKAJODB_02432	CDS	240				hypothetical protein
AJKAJODB_02433	CDS	312				hypothetical protein
AJKAJODB_02434	CDS	393				hypothetical protein
AJKAJODB_02435	CDS	594				hypothetical protein
AJKAJODB_02436	CDS	516				hypothetical protein
AJKAJODB_02437	CDS	201				hypothetical protein
AJKAJODB_02438	CDS	192				hypothetical protein
AJKAJODB_02439	CDS	282	yjcS		COG1359	putative protein YjcS
AJKAJODB_02440	CDS	318				hypothetical protein
AJKAJODB_02441	CDS	1947	manR		COG1762	Transcriptional regulator ManR
AJKAJODB_02442	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
AJKAJODB_02443	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
AJKAJODB_02444	CDS	423	yjdF			putative protein YjdF
AJKAJODB_02445	CDS	840				hypothetical protein
AJKAJODB_02446	CDS	381				hypothetical protein
AJKAJODB_02447	CDS	231				hypothetical protein
AJKAJODB_02448	CDS	138				hypothetical protein
AJKAJODB_02449	CDS	510				hypothetical protein
AJKAJODB_02450	CDS	219				hypothetical protein
AJKAJODB_02451	CDS	120				hypothetical protein
AJKAJODB_02452	CDS	471				hypothetical protein
AJKAJODB_02453	CDS	1392	xylP_2			Isoprimeverose transporter
AJKAJODB_02454	CDS	318				hypothetical protein
AJKAJODB_02455	CDS	723				IS3 family transposase ISHahy4
AJKAJODB_02456	CDS	840				hypothetical protein
AJKAJODB_02457	CDS	381				hypothetical protein
AJKAJODB_02458	CDS	231				hypothetical protein
AJKAJODB_02459	CDS	138				hypothetical protein
AJKAJODB_02460	CDS	510				hypothetical protein
AJKAJODB_02461	CDS	417				hypothetical protein
AJKAJODB_02462	CDS	222				hypothetical protein
AJKAJODB_02463	CDS	393				hypothetical protein
AJKAJODB_02464	CDS	231				hypothetical protein
AJKAJODB_02465	CDS	1428	flp			Protein flp
AJKAJODB_02466	CDS	252				hypothetical protein
AJKAJODB_02467	CDS	192				hypothetical protein
AJKAJODB_02468	CDS	144				hypothetical protein
AJKAJODB_02469	CDS	333				hypothetical protein
AJKAJODB_02470	CDS	759	insK_1		COG2801	Putative transposase InsK for insertion sequence element IS150
AJKAJODB_02471	CDS	561	aroK	2.7.1.71	COG0703	Shikimate kinase
AJKAJODB_02472	CDS	594	tmrB			Tunicamycin resistance protein
AJKAJODB_02473	CDS	819	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
AJKAJODB_02474	CDS	519				hypothetical protein
AJKAJODB_02475	CDS	504	proY_1		COG1113	Proline-specific permease ProY
AJKAJODB_02476	CDS	762				hypothetical protein
AJKAJODB_02477	CDS	1221	lctP_1		COG1620	L-lactate permease
AJKAJODB_02478	CDS	441	lctP_2		COG1620	L-lactate permease
AJKAJODB_02479	CDS	966	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
AJKAJODB_02480	CDS	552	amyE_1	3.2.1.1		Alpha-amylase
AJKAJODB_02481	CDS	1434	amyE_2	3.2.1.1		Alpha-amylase
AJKAJODB_02482	CDS	492				hypothetical protein
AJKAJODB_02483	CDS	1434				hypothetical protein
AJKAJODB_02484	CDS	1152	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
AJKAJODB_02485	CDS	882	opuAC		COG2113	Glycine betaine-binding protein OpuAC
AJKAJODB_02486	CDS	849	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
AJKAJODB_02487	CDS	1257	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
AJKAJODB_02488	CDS	288				hypothetical protein
AJKAJODB_02489	CDS	1173	pbuE_2		COG2814	Purine efflux pump PbuE
AJKAJODB_02490	CDS	1203	naiP			Putative niacin/nicotinamide transporter NaiP
AJKAJODB_02491	CDS	759	insK_2		COG2801	Putative transposase InsK for insertion sequence element IS150
AJKAJODB_02492	CDS	333				hypothetical protein
AJKAJODB_02493	CDS	762	ycgJ	2.1.1.-		putative methyltransferase YcgJ
AJKAJODB_02494	CDS	975	oxyR			Hydrogen peroxide-inducible genes activator
AJKAJODB_02495	CDS	957	cah	3.1.1.41	COG3458	Cephalosporin-C deacetylase
AJKAJODB_02496	CDS	783				hypothetical protein
AJKAJODB_02497	CDS	912	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
AJKAJODB_02498	CDS	1548	putC	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 2
AJKAJODB_02499	CDS	1431	putP		COG0591	High-affinity proline transporter PutP
AJKAJODB_02500	CDS	1236	putR_2			Proline-responsive transcriptional activator PutR
AJKAJODB_02501	CDS	858			COG3689	Putative two-component membrane permease complex subunit SMU_746c
AJKAJODB_02502	CDS	885			COG0701	Putative two-component membrane permease complex subunit SMU_747c
AJKAJODB_02503	CDS	810	bphD	3.7.1.8	COG0596	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
AJKAJODB_02504	CDS	1011	ycgT	1.18.1.2	COG0492	Ferredoxin--NADP reductase 1
AJKAJODB_02505	CDS	1446	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
AJKAJODB_02506	CDS	321	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
AJKAJODB_02507	CDS	2418	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
AJKAJODB_02508	CDS	2133	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
AJKAJODB_02509	CDS	2316	nasB		COG1251	Assimilatory nitrate reductase electron transfer subunit
AJKAJODB_02510	CDS	1206	nasA			Nitrate transporter
AJKAJODB_02511	CDS	909	folE2			GTP cyclohydrolase FolE2
AJKAJODB_02512	CDS	372	yciB	2.-.-.-	COG1376	Putative L,D-transpeptidase YciB
AJKAJODB_02513	CDS	684	yciC_1		COG0523	Putative metal chaperone YciC
AJKAJODB_02514	CDS	528	yciC_2		COG0523	Putative metal chaperone YciC
AJKAJODB_02515	CDS	681	yecS		COG0765	L-cystine transport system permease protein YecS
AJKAJODB_02516	CDS	864	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
AJKAJODB_02517	CDS	102				hypothetical protein
AJKAJODB_02518	CDS	90				hypothetical protein
AJKAJODB_02519	CDS	456				hypothetical protein
AJKAJODB_02520	CDS	333				hypothetical protein
AJKAJODB_02521	CDS	423				hypothetical protein
AJKAJODB_02522	CDS	321				hypothetical protein
AJKAJODB_02523	CDS	621				hypothetical protein
AJKAJODB_02524	CDS	174				hypothetical protein
AJKAJODB_02525	CDS	1434	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
AJKAJODB_02526	CDS	399	nin			DNA-entry nuclease inhibitor
AJKAJODB_02527	CDS	450	nucB_2	3.-.-.-		Sporulation-specific extracellular nuclease
AJKAJODB_02528	CDS	651	mcpB_3		COG0840	Methyl-accepting chemotaxis protein McpB
AJKAJODB_02529	CDS	891				hypothetical protein
AJKAJODB_02530	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
AJKAJODB_02531	CDS	633	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
AJKAJODB_02532	CDS	363	hxlR		COG1733	HTH-type transcriptional activator HxlR
AJKAJODB_02533	CDS	417				hypothetical protein
AJKAJODB_02534	CDS	411				hypothetical protein
AJKAJODB_02535	CDS	771				hypothetical protein
AJKAJODB_02536	CDS	363	yjdB		COG5492	putative protein YjdB
AJKAJODB_02537	CDS	249				hypothetical protein
AJKAJODB_02538	CDS	438				hypothetical protein
AJKAJODB_02539	CDS	1890	mutL		COG0323	DNA mismatch repair protein MutL
AJKAJODB_02540	CDS	2577	mutS		COG0249	DNA mismatch repair protein MutS
AJKAJODB_02541	CDS	546	cotE			Spore coat protein E
AJKAJODB_02542	CDS	432	ymcA		COG4550	putative protein YmcA
AJKAJODB_02543	CDS	1530	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AJKAJODB_02544	CDS	1179		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
AJKAJODB_02545	CDS	1044	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
AJKAJODB_02546	CDS	261	spoVS		COG2359	Stage V sporulation protein S
AJKAJODB_02547	CDS	795	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
AJKAJODB_02548	CDS	1563	rny	3.1.-.-	COG1418	Ribonuclease Y
AJKAJODB_02549	CDS	1176	pbpX		COG1680	Putative penicillin-binding protein PbpX
AJKAJODB_02550	CDS	1047	recA		COG0468	Protein RecA
AJKAJODB_02551	CDS	1251	cinA		COG1058	Putative competence-damage inducible protein
AJKAJODB_02552	CDS	582	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
AJKAJODB_02553	CDS	915				hypothetical protein
AJKAJODB_02554	CDS	792				hypothetical protein
AJKAJODB_02555	CDS	258	yflH_2			putative protein YflH
AJKAJODB_02556	CDS	729	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJKAJODB_02557	CDS	1287				hypothetical protein
AJKAJODB_02558	CDS	1281				hypothetical protein
AJKAJODB_02559	CDS	1212	ymfD			Bacillibactin exporter
AJKAJODB_02560	CDS	726	nagR_2		COG2188	HTH-type transcriptional repressor NagR
AJKAJODB_02561	CDS	2364	spoIIIE		COG1674	DNA translocase SpoIIIE
AJKAJODB_02562	CDS	213				hypothetical protein
AJKAJODB_02563	CDS	738	tepA		COG0740	Translocation-enhancing protein TepA
AJKAJODB_02564	CDS	1668	rnjB	3.1.-.-	COG0595	Ribonuclease J2
AJKAJODB_02565	CDS	873	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AJKAJODB_02566	CDS	1215	lysC_2	2.7.2.4	COG0527	Aspartokinase 2
AJKAJODB_02567	CDS	1041	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AJKAJODB_02568	CDS	603	dpaB	1.3.1.-	COG0452	Dipicolinate synthase subunit B
AJKAJODB_02569	CDS	894	dpaA	1.3.1.-		Dipicolinate synthase subunit A
AJKAJODB_02570	CDS	258				hypothetical protein
AJKAJODB_02571	CDS	1230		3.4.24.-	COG0612	putative zinc protease
AJKAJODB_02572	CDS	960				hypothetical protein
AJKAJODB_02573	CDS	2118	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
AJKAJODB_02574	CDS	270	rpsO		COG0184	30S ribosomal protein S15
AJKAJODB_02575	CDS	951	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
AJKAJODB_02576	CDS	930	truB	5.4.99.25		tRNA pseudouridine synthase B
AJKAJODB_02577	CDS	354	rbfA			Ribosome-binding factor A
AJKAJODB_02578	CDS	279				hypothetical protein
AJKAJODB_02579	CDS	2151	infB			Translation initiation factor IF-2
AJKAJODB_02580	CDS	303	rplGA		COG1358	putative ribosomal protein YlxQ
AJKAJODB_02581	CDS	276				hypothetical protein
AJKAJODB_02582	CDS	1116	nusA		COG0195	Transcription termination/antitermination protein NusA
AJKAJODB_02583	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
AJKAJODB_02584	CDS	4365	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
AJKAJODB_02585	CDS	1695	proS	6.1.1.15		Proline--tRNA ligase
AJKAJODB_02586	CDS	1263	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
AJKAJODB_02587	CDS	1152	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
AJKAJODB_02588	CDS	801				hypothetical protein
AJKAJODB_02589	CDS	783	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AJKAJODB_02590	CDS	558	frr		COG0233	Ribosome-recycling factor
AJKAJODB_02591	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
AJKAJODB_02592	CDS	882	tsf		COG0264	Elongation factor Ts
AJKAJODB_02593	CDS	741	rpsB		COG0052	30S ribosomal protein S2
AJKAJODB_02594	CDS	504				hypothetical protein
AJKAJODB_02595	CDS	765	sigD		COG1191	RNA polymerase sigma-D factor
AJKAJODB_02596	CDS	501	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
AJKAJODB_02597	CDS	300	cheC_1	3.-.-.-	COG1776	CheY-P phosphatase CheC
AJKAJODB_02598	CDS	306	cheC_2	3.-.-.-	COG1776	CheY-P phosphatase CheC
AJKAJODB_02599	CDS	471	cheW		COG0835	Chemotaxis protein CheW
AJKAJODB_02600	CDS	2019	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
AJKAJODB_02601	CDS	1074	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
AJKAJODB_02602	CDS	891	ylxH		COG0455	Flagellum site-determining protein YlxH
AJKAJODB_02603	CDS	1101	flhF		COG1419	Flagellar biosynthesis protein FlhF
AJKAJODB_02604	CDS	2034	flhA		COG1298	Flagellar biosynthesis protein FlhA
AJKAJODB_02605	CDS	1083	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
AJKAJODB_02606	CDS	684				hypothetical protein
AJKAJODB_02607	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
AJKAJODB_02608	CDS	666	fliP		COG1338	Flagellar biosynthetic protein FliP
AJKAJODB_02609	CDS	660				hypothetical protein
AJKAJODB_02610	CDS	363	cheY_2		COG0784	Chemotaxis protein CheY
AJKAJODB_02611	CDS	1137				hypothetical protein
AJKAJODB_02612	CDS	999	fliM		COG1868	Flagellar motor switch protein FliM
AJKAJODB_02613	CDS	423				hypothetical protein
AJKAJODB_02614	CDS	795	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
AJKAJODB_02615	CDS	423				hypothetical protein
AJKAJODB_02616	CDS	1464				hypothetical protein
AJKAJODB_02617	CDS	615				hypothetical protein
AJKAJODB_02618	CDS	444	fliJ		COG2882	Flagellar FliJ protein
AJKAJODB_02619	CDS	1317	yscN	7.1.2.2		putative ATP synthase YscN
AJKAJODB_02620	CDS	762				hypothetical protein
AJKAJODB_02621	CDS	1017	fliG		COG1536	Flagellar motor switch protein FliG
AJKAJODB_02622	CDS	972				hypothetical protein
AJKAJODB_02623	CDS	606				hypothetical protein
AJKAJODB_02624	CDS	321	fliE			Flagellar hook-basal body complex protein FliE
AJKAJODB_02625	CDS	453	flgC		COG1558	Flagellar basal-body rod protein FlgC
AJKAJODB_02626	CDS	390	flgB		COG1815	Flagellar basal body rod protein FlgB
AJKAJODB_02627	CDS	780	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
AJKAJODB_02628	CDS	1404	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
AJKAJODB_02629	CDS	546	clpQ	3.4.21.-	COG5405	ATP-dependent protease subunit ClpQ
AJKAJODB_02630	CDS	915	xerC_4		COG4974	Tyrosine recombinase XerC
AJKAJODB_02631	CDS	1308	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
AJKAJODB_02632	CDS	2076	topA	5.6.2.1		DNA topoisomerase 1
AJKAJODB_02633	CDS	894	dprA		COG0758	DNA processing protein DprA
AJKAJODB_02634	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AJKAJODB_02635	CDS	1158	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AJKAJODB_02636	CDS	282	flhB_2		COG1377	Flagellar biosynthetic protein FlhB
AJKAJODB_02637	CDS	1731				hypothetical protein
AJKAJODB_02638	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AJKAJODB_02639	CDS	849	rbgA		COG1161	Ribosome biogenesis GTPase A
AJKAJODB_02640	CDS	348	rplS		COG0335	50S ribosomal protein L19
AJKAJODB_02641	CDS	732	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AJKAJODB_02642	CDS	525	rimM			Ribosome maturation factor RimM
AJKAJODB_02643	CDS	387				hypothetical protein
AJKAJODB_02644	CDS	246				hypothetical protein
AJKAJODB_02645	CDS	273	rpsP		COG0228	30S ribosomal protein S16
AJKAJODB_02646	CDS	1341	ffh		COG0541	Signal recognition particle protein
AJKAJODB_02647	CDS	333				hypothetical protein
AJKAJODB_02648	CDS	486	ylqB			putative protein YlqB
AJKAJODB_02649	CDS	990	ftsY		COG0552	Signal recognition particle receptor FtsY
AJKAJODB_02650	CDS	3561	smc_2		COG1196	Chromosome partition protein Smc
AJKAJODB_02651	CDS	750	rnc	3.1.26.3	COG0571	Ribonuclease 3
AJKAJODB_02652	CDS	234	acpA		COG0236	Acyl carrier protein
AJKAJODB_02653	CDS	741	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJKAJODB_02654	CDS	954	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
AJKAJODB_02655	CDS	1002	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
AJKAJODB_02656	CDS	567	fapR		COG2050	Transcription factor FapR
AJKAJODB_02657	CDS	2049	recG	3.6.4.12		ATP-dependent DNA helicase RecG
AJKAJODB_02658	CDS	903	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
AJKAJODB_02659	CDS	663	sdhB	4.3.1.17		L-serine dehydratase, beta chain
AJKAJODB_02660	CDS	1662				putative protein
AJKAJODB_02661	CDS	363				putative protein
AJKAJODB_02662	CDS	189	rpmB		COG0227	50S ribosomal protein L28
AJKAJODB_02663	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
AJKAJODB_02664	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
AJKAJODB_02665	CDS	897	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
AJKAJODB_02666	CDS	1947	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
AJKAJODB_02667	CDS	765	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
AJKAJODB_02668	CDS	1092	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
AJKAJODB_02669	CDS	1344	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
AJKAJODB_02670	CDS	954	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
AJKAJODB_02671	CDS	483	def1	3.5.1.88	COG0242	Peptide deformylase 1
AJKAJODB_02672	CDS	2418	priA_2	3.6.4.-		primosomal protein N'
AJKAJODB_02673	CDS	1221	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
AJKAJODB_02674	CDS	204	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
AJKAJODB_02675	CDS	615	gmk	2.7.4.8	COG0194	Guanylate kinase
AJKAJODB_02676	CDS	270	remA		COG2052	Extracellular matrix regulatory protein A
AJKAJODB_02677	CDS	876				hypothetical protein
AJKAJODB_02678	CDS	2673	yloB	7.2.2.10	COG0474	Calcium-transporting ATPase
AJKAJODB_02679	CDS	1713	rqcH			Rqc2 RqcH
AJKAJODB_02680	CDS	489	sirC	1.3.1.76		Precorrin-2 dehydrogenase
AJKAJODB_02681	CDS	786	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
AJKAJODB_02682	CDS	774	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
AJKAJODB_02683	CDS	594	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
AJKAJODB_02684	CDS	1149	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
AJKAJODB_02685	CDS	1065	cysP		COG0306	Sulfate permease CysP
AJKAJODB_02686	CDS	702	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AJKAJODB_02687	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AJKAJODB_02688	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AJKAJODB_02689	CDS	936	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
AJKAJODB_02690	CDS	771	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
AJKAJODB_02691	CDS	3216	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
AJKAJODB_02692	CDS	1095	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
AJKAJODB_02693	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
AJKAJODB_02694	CDS	915	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
AJKAJODB_02695	CDS	1335	pyrP			Uracil permease
AJKAJODB_02696	CDS	546	pyrR		COG2065	Bifunctional protein PyrR
AJKAJODB_02697	CDS	912	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AJKAJODB_02698	CDS	459	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
AJKAJODB_02699	CDS	375	dksA_1			RNA polymerase-binding transcription factor DksA
AJKAJODB_02700	CDS	2766	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
AJKAJODB_02701	CDS	495	divIVA		COG3599	Septum site-determining protein DivIVA
AJKAJODB_02702	CDS	774				hypothetical protein
AJKAJODB_02703	CDS	273				hypothetical protein
AJKAJODB_02704	CDS	456	sepF		COG1799	Cell division protein SepF
AJKAJODB_02705	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
AJKAJODB_02706	CDS	837	rl5	1.10.3.-		Polyphenol oxidase
AJKAJODB_02707	CDS	246	ylmC		COG1873	putative sporulation protein YlmC
AJKAJODB_02708	CDS	1281	ylmB_2	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
AJKAJODB_02709	CDS	795	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
AJKAJODB_02710	CDS	783	sigG		COG1191	RNA polymerase sigma-G factor
AJKAJODB_02711	CDS	720	sigE		COG1191	RNA polymerase sigma-E factor
AJKAJODB_02712	CDS	930	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
AJKAJODB_02713	CDS	300				hypothetical protein
AJKAJODB_02714	CDS	4302	bpr	3.4.21.-	COG1404	Bacillopeptidase F
AJKAJODB_02715	CDS	1149	ftsZ		COG0206	Cell division protein FtsZ
AJKAJODB_02716	CDS	1323	ftsA		COG0849	Cell division protein FtsA
AJKAJODB_02717	CDS	366				hypothetical protein
AJKAJODB_02718	CDS	594				hypothetical protein
AJKAJODB_02719	CDS	696				hypothetical protein
AJKAJODB_02720	CDS	792	divIB		COG1589	Cell division protein DivIB
AJKAJODB_02721	CDS	912	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AJKAJODB_02722	CDS	1092	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AJKAJODB_02723	CDS	1026	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AJKAJODB_02724	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
AJKAJODB_02725	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AJKAJODB_02726	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AJKAJODB_02727	CDS	1941	spoVD		COG0768	Stage V sporulation protein D
AJKAJODB_02728	CDS	2142	pbpB		COG0768	Penicillin-binding protein 2B
AJKAJODB_02729	CDS	354	ftsL		COG4839	Cell division protein FtsL
AJKAJODB_02730	CDS	936	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
AJKAJODB_02731	CDS	447	mraZ			Transcriptional regulator MraZ
AJKAJODB_02732	CDS	1620	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
AJKAJODB_02733	CDS	897	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AJKAJODB_02734	CDS	483	ylbP	2.3.1.-		putative N-acetyltransferase YlbP
AJKAJODB_02735	CDS	582	rsfA_1			Prespore-specific transcriptional regulator RsfA
AJKAJODB_02736	CDS	180	rpmF		COG0333	50S ribosomal protein L32
AJKAJODB_02737	CDS	519				hypothetical protein
AJKAJODB_02738	CDS	186				hypothetical protein
AJKAJODB_02739	CDS	1248	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
AJKAJODB_02740	CDS	1026	ylbL		COG3480	putative protein YlbL
AJKAJODB_02741	CDS	783				hypothetical protein
AJKAJODB_02742	CDS	1227	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
AJKAJODB_02743	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AJKAJODB_02744	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AJKAJODB_02745	CDS	252				hypothetical protein
AJKAJODB_02746	CDS	450				hypothetical protein
AJKAJODB_02747	CDS	240				hypothetical protein
AJKAJODB_02748	CDS	399				hypothetical protein
AJKAJODB_02749	CDS	1086				hypothetical protein
AJKAJODB_02750	CDS	447	hrp1_2		COG0517	Hypoxic response protein 1
AJKAJODB_02751	CDS	363				hypothetical protein
AJKAJODB_02752	CDS	894				hypothetical protein
AJKAJODB_02753	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
AJKAJODB_02754	CDS	624	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
AJKAJODB_02755	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
AJKAJODB_02756	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
AJKAJODB_02757	CDS	918	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
AJKAJODB_02758	CDS	921	ctaA	1.3.-.-	COG1612	Heme A synthase
AJKAJODB_02759	CDS	3447	pycA	6.4.1.1		Pyruvate carboxylase
AJKAJODB_02760	CDS	1212	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AJKAJODB_02761	CDS	282				hypothetical protein
AJKAJODB_02762	CDS	930	glsA2	3.5.1.2	COG2066	Glutaminase 2
AJKAJODB_02763	CDS	486				hypothetical protein
AJKAJODB_02764	CDS	1329				hypothetical protein
AJKAJODB_02765	CDS	630				hypothetical protein
AJKAJODB_02766	CDS	207				hypothetical protein
AJKAJODB_02767	CDS	318				hypothetical protein
AJKAJODB_02768	CDS	1839	typA		COG1217	GTP-binding protein TypA/BipA
AJKAJODB_02769	CDS	189				hypothetical protein
AJKAJODB_02770	CDS	612				hypothetical protein
AJKAJODB_02771	CDS	294				hypothetical protein
AJKAJODB_02772	CDS	267	ylaC			RNA polymerase sigma factor YlaC
AJKAJODB_02773	CDS	270				hypothetical protein
AJKAJODB_02774	CDS	1932				hypothetical protein
AJKAJODB_02775	CDS	1566	nprE	3.4.24.28	COG3227	Bacillolysin
