locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHGPHIL_02670	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
MBHGPHIL_02671	CDS	918	qmcA		COG0330	Protein QmcA
MBHGPHIL_02672	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MBHGPHIL_02673	CDS	780	fetB		COG0390	putative iron export permease protein FetB
MBHGPHIL_02674	CDS	855	cnoX		COG3118	Chaperedoxin
MBHGPHIL_02675	CDS	771				hypothetical protein
MBHGPHIL_02676	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
MBHGPHIL_02677	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MBHGPHIL_02678	CDS	2415				hypothetical protein
MBHGPHIL_02679	CDS	105				hypothetical protein
MBHGPHIL_02680	CDS	1134				hypothetical protein
MBHGPHIL_02681	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
MBHGPHIL_02682	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MBHGPHIL_02683	CDS	660	metP		COG2011	Methionine import system permease protein MetP
MBHGPHIL_02684	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MBHGPHIL_02685	CDS	927	allS_1			HTH-type transcriptional activator AllS
MBHGPHIL_02686	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
MBHGPHIL_02687	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
MBHGPHIL_02688	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
MBHGPHIL_02689	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
MBHGPHIL_02690	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MBHGPHIL_02691	CDS	1248	sauU_3			putative sulfoacetate transporter SauU
MBHGPHIL_02692	CDS	1455	ybbW		COG1953	Putative allantoin permease
MBHGPHIL_02693	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
MBHGPHIL_02694	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
MBHGPHIL_02695	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
MBHGPHIL_02696	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
MBHGPHIL_02697	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
MBHGPHIL_02698	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
MBHGPHIL_02699	CDS	1665	fdrA		COG0074	Protein FdrA
MBHGPHIL_02700	CDS	1260				hypothetical protein
MBHGPHIL_02701	CDS	810				hypothetical protein
MBHGPHIL_02702	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
MBHGPHIL_02703	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MBHGPHIL_02704	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MBHGPHIL_02705	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MBHGPHIL_02706	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MBHGPHIL_02707	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MBHGPHIL_02708	CDS	825				hypothetical protein
MBHGPHIL_02709	CDS	438				hypothetical protein
MBHGPHIL_02710	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
MBHGPHIL_02711	CDS	213	ybcJ		COG2501	putative protein YbcJ
MBHGPHIL_02712	CDS	867	folD		COG0190	Bifunctional protein FolD protein
MBHGPHIL_02713	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
MBHGPHIL_02714	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
MBHGPHIL_02715	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
MBHGPHIL_02716	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
MBHGPHIL_02717	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
MBHGPHIL_02718	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
MBHGPHIL_02719	CDS	519	sfmF			putative fimbrial-like protein SfmF
MBHGPHIL_02720	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
MBHGPHIL_02721	CDS	723				hypothetical protein
MBHGPHIL_02722	CDS	309				hypothetical protein
MBHGPHIL_02723	CDS	597				hypothetical protein
MBHGPHIL_02724	tRNA	77				tRNA-Arg(tct)
MBHGPHIL_02725	CDS	273				hypothetical protein
MBHGPHIL_02726	CDS	219				hypothetical protein
MBHGPHIL_02727	CDS	159				hypothetical protein
MBHGPHIL_02728	CDS	1641				hypothetical protein
MBHGPHIL_02729	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
MBHGPHIL_02730	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
MBHGPHIL_02731	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
MBHGPHIL_02732	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
MBHGPHIL_02733	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
MBHGPHIL_02734	CDS	237	rclB			putative protein RclB
MBHGPHIL_02735	CDS	561	rclC		COG3059	Inner membrane protein RclC
MBHGPHIL_02736	CDS	1176				hypothetical protein
MBHGPHIL_02737	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
MBHGPHIL_02738	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
MBHGPHIL_02739	CDS	1971	lip-1	3.1.1.3		Lipase 1
MBHGPHIL_02740	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
MBHGPHIL_02741	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
MBHGPHIL_02742	CDS	1062				hypothetical protein
MBHGPHIL_02743	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
MBHGPHIL_02744	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
MBHGPHIL_02745	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MBHGPHIL_02746	CDS	450				hypothetical protein
MBHGPHIL_02747	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
MBHGPHIL_02748	CDS	369				hypothetical protein
MBHGPHIL_02749	CDS	582	betI			HTH-type transcriptional regulator BetI
MBHGPHIL_02750	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
MBHGPHIL_02751	CDS	249				hypothetical protein
MBHGPHIL_02752	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MBHGPHIL_02753	CDS	705				hypothetical protein
MBHGPHIL_02754	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
MBHGPHIL_02755	CDS	1215	fes_1		COG2382	Enterochelin esterase
MBHGPHIL_02756	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
MBHGPHIL_02757	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
MBHGPHIL_02758	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
MBHGPHIL_02759	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
MBHGPHIL_02760	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
MBHGPHIL_02761	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
MBHGPHIL_02762	CDS	1245	entS		COG0477	Enterobactin exporter EntS
MBHGPHIL_02763	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
MBHGPHIL_02764	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
MBHGPHIL_02765	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
MBHGPHIL_02766	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
MBHGPHIL_02767	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
MBHGPHIL_02768	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
MBHGPHIL_02769	CDS	2106	cstA		COG1966	Peptide transporter CstA
MBHGPHIL_02770	CDS	198				hypothetical protein
MBHGPHIL_02771	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
MBHGPHIL_02772	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
MBHGPHIL_02773	CDS	618	ybdM		COG1475	putative protein YbdM
MBHGPHIL_02774	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
MBHGPHIL_02775	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
MBHGPHIL_02776	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
MBHGPHIL_02777	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MBHGPHIL_02778	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
MBHGPHIL_02779	rRNA	78				5S ribosomal RNA (partial)
MBHGPHIL_02780	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MBHGPHIL_02781	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MBHGPHIL_02782	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
MBHGPHIL_02783	tRNA	76				tRNA-Thr(tgt)
MBHGPHIL_02784	tRNA	85				tRNA-Tyr(gta)
MBHGPHIL_02785	tRNA	75				tRNA-Gly(tcc)
MBHGPHIL_02786	tRNA	76				tRNA-Thr(ggt)
MBHGPHIL_02787	CDS	1110				hypothetical protein
MBHGPHIL_02788	CDS	1530				hypothetical protein
MBHGPHIL_02789	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
MBHGPHIL_02790	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
MBHGPHIL_02791	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
MBHGPHIL_02792	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
MBHGPHIL_02793	CDS	1398	narK		COG2223	Nitrate/nitrite transporter NarK
MBHGPHIL_02794	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
MBHGPHIL_02795	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
MBHGPHIL_02796	CDS	1425				Invasin
MBHGPHIL_02797	CDS	354	ychN		COG1553	Protein YchN
MBHGPHIL_02798	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
MBHGPHIL_02799	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MBHGPHIL_02800	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MBHGPHIL_02801	CDS	810				hypothetical protein
MBHGPHIL_02802	CDS	390	ychQ		COG3094	Protein YchQ
MBHGPHIL_02803	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MBHGPHIL_02804	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
MBHGPHIL_02805	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MBHGPHIL_02806	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
MBHGPHIL_02807	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MBHGPHIL_02808	CDS	948	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MBHGPHIL_02809	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
MBHGPHIL_02810	CDS	279				hypothetical protein
MBHGPHIL_02811	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MBHGPHIL_02812	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
MBHGPHIL_02813	CDS	1266				hypothetical protein
MBHGPHIL_02814	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
MBHGPHIL_02815	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
MBHGPHIL_02816	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
MBHGPHIL_02817	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
MBHGPHIL_02818	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
MBHGPHIL_02819	CDS	849				hypothetical protein
MBHGPHIL_02820	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
MBHGPHIL_02821	CDS	1137	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
MBHGPHIL_02822	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
MBHGPHIL_02823	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
MBHGPHIL_02824	CDS	1713	treA	3.2.1.28	COG1626	Periplasmic trehalase
MBHGPHIL_02825	CDS	255				hypothetical protein
MBHGPHIL_02826	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
MBHGPHIL_02827	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
MBHGPHIL_02828	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
MBHGPHIL_02829	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
MBHGPHIL_02830	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
MBHGPHIL_02831	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
MBHGPHIL_02832	CDS	1533				hypothetical protein
MBHGPHIL_02833	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
MBHGPHIL_02834	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
MBHGPHIL_02835	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
MBHGPHIL_02836	CDS	342	yeaR_1		COG3615	putative protein YeaR
MBHGPHIL_02837	CDS	174	gnsA			Protein GnsA
MBHGPHIL_02838	CDS	138				hypothetical protein
MBHGPHIL_02839	CDS	447				hypothetical protein
MBHGPHIL_02840	CDS	660	ycgM		COG0179	putative protein YcgM
MBHGPHIL_02841	CDS	294	ycgL		COG3100	Protein YcgL
MBHGPHIL_02842	CDS	708	minC		COG0850	Septum site-determining protein MinC
MBHGPHIL_02843	CDS	813	minD		COG2894	Septum site-determining protein MinD
MBHGPHIL_02844	CDS	267	minE		COG0851	Cell division topological specificity factor
MBHGPHIL_02845	CDS	1173	rnd	3.1.13.5	COG0349	Ribonuclease D
MBHGPHIL_02846	CDS	246				IS200/IS605 family transposase IS200F
MBHGPHIL_02847	tRNA	77				tRNA-Arg(acg)
MBHGPHIL_02848	tRNA	77				tRNA-Arg(acg)
MBHGPHIL_02849	tRNA	77				tRNA-Arg(acg)
MBHGPHIL_02850	tRNA	93				tRNA-Ser(gct)
MBHGPHIL_02851	CDS	186	csrA		COG1551	Carbon storage regulator
MBHGPHIL_02852	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
MBHGPHIL_02853	CDS	540	recX		COG2137	Regulatory protein RecX
MBHGPHIL_02854	CDS	1062	recA		COG0468	Protein RecA
MBHGPHIL_02855	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MBHGPHIL_02856	CDS	246				hypothetical protein
MBHGPHIL_02857	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MBHGPHIL_02858	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
MBHGPHIL_02859	CDS	972	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
MBHGPHIL_02860	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
MBHGPHIL_02861	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
MBHGPHIL_02862	CDS	360				hypothetical protein
MBHGPHIL_02863	CDS	774	srlR_1		COG1349	Glucitol operon repressor
MBHGPHIL_02864	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
MBHGPHIL_02865	CDS	1521	norR_4		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
MBHGPHIL_02866	CDS	1440	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
MBHGPHIL_02867	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
MBHGPHIL_02868	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
MBHGPHIL_02869	CDS	546	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
MBHGPHIL_02870	CDS	810				hypothetical protein
MBHGPHIL_02871	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
MBHGPHIL_02872	CDS	411				hypothetical protein
MBHGPHIL_02873	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
MBHGPHIL_02874	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
MBHGPHIL_02875	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
MBHGPHIL_02876	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
MBHGPHIL_02877	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
MBHGPHIL_02878	CDS	609	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
MBHGPHIL_02879	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
MBHGPHIL_02880	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
MBHGPHIL_02881	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
MBHGPHIL_02882	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
MBHGPHIL_02883	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
MBHGPHIL_02884	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
MBHGPHIL_02885	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
MBHGPHIL_02886	CDS	345				hypothetical protein
MBHGPHIL_02887	CDS	918			COG0803	putative periplasmic iron-binding protein
MBHGPHIL_02888	CDS	822	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
MBHGPHIL_02889	CDS	861	mntB_2			Manganese transport system membrane protein MntB
MBHGPHIL_02890	CDS	849	mntB_3			Manganese transport system membrane protein MntB
MBHGPHIL_02891	CDS	867	yopJ			Effector protein YopJ
MBHGPHIL_02892	CDS	756				hypothetical protein
MBHGPHIL_02893	CDS	888	rhaR_6			HTH-type transcriptional activator RhaR
MBHGPHIL_02894	CDS	453				hypothetical protein
MBHGPHIL_02895	CDS	681	orgB			Oxygen-regulated invasion protein OrgB
MBHGPHIL_02896	CDS	579	orgA			Oxygen-regulated invasion protein OrgA
MBHGPHIL_02897	CDS	759	prgK		COG4669	Lipoprotein PrgK
MBHGPHIL_02898	CDS	306				hypothetical protein
MBHGPHIL_02899	CDS	243	prgI			Protein PrgI
MBHGPHIL_02900	CDS	1236	prgH			Protein PrgH
MBHGPHIL_02901	CDS	930	rhaR_7			HTH-type transcriptional activator RhaR
MBHGPHIL_02902	CDS	1662	hilA		COG0457	Transcriptional regulator HilA
MBHGPHIL_02903	CDS	483				hypothetical protein
MBHGPHIL_02904	CDS	1608	sptP			Secreted effector protein SptP
MBHGPHIL_02905	CDS	393	sicP			Chaperone protein sicP
MBHGPHIL_02906	CDS	261				hypothetical protein
MBHGPHIL_02907	CDS	249	acpP_2		COG0236	Acyl carrier protein
MBHGPHIL_02908	CDS	2058	sipA			Cell invasion protein SipA
MBHGPHIL_02909	CDS	1032	sipD			Cell invasion protein SipD
MBHGPHIL_02910	CDS	1230	sipC			Cell invasion protein SipC
MBHGPHIL_02911	CDS	1782	sipB			Cell invasion protein SipB
MBHGPHIL_02912	CDS	498	sicA		COG0457	Chaperone protein SicA
MBHGPHIL_02913	CDS	1071	spaS		COG1377	Surface presentation of antigens protein SpaS
MBHGPHIL_02914	CDS	792	spaR_1		COG4791	Surface presentation of antigens protein SpaR
MBHGPHIL_02915	CDS	261	spaQ_1		COG4794	Surface presentation of antigens protein SpaQ
MBHGPHIL_02916	CDS	675	spaP_1		COG4790	Surface presentation of antigens protein SpaP
MBHGPHIL_02917	CDS	912	spaO		COG1886	Surface presentation of antigens protein SpaO
MBHGPHIL_02918	CDS	1011				hypothetical protein
MBHGPHIL_02919	CDS	444				hypothetical protein
MBHGPHIL_02920	CDS	1296	spaL	7.1.2.2	COG1157	putative ATP synthase SpaL
MBHGPHIL_02921	CDS	408	spaK			Surface presentation of antigens protein SpaK
MBHGPHIL_02922	CDS	2058	invA		COG4789	Invasion protein InvA
MBHGPHIL_02923	CDS	1119	mxiC			Protein MxiC
MBHGPHIL_02924	CDS	1689	sctC_1		COG1450	Type 3 secretion system secretin
MBHGPHIL_02925	CDS	750	invF			Invasion protein InvF
MBHGPHIL_02926	CDS	444	invH			Type 3 secretion system pilotin
MBHGPHIL_02927	CDS	450				hypothetical protein
MBHGPHIL_02928	CDS	333				hypothetical protein
MBHGPHIL_02929	CDS	327				hypothetical protein
MBHGPHIL_02930	CDS	282				hypothetical protein
MBHGPHIL_02931	CDS	528				hypothetical protein
MBHGPHIL_02932	CDS	177				hypothetical protein
MBHGPHIL_02933	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
MBHGPHIL_02934	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
MBHGPHIL_02935	CDS	381				hypothetical protein
MBHGPHIL_02936	CDS	1209	jefA			Drug efflux pump JefA
MBHGPHIL_02937	CDS	912	dmlR_8			HTH-type transcriptional regulator DmlR
MBHGPHIL_02938	CDS	1497	gntT_2		COG2610	High-affinity gluconate transporter
MBHGPHIL_02939	CDS	951	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
MBHGPHIL_02940	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MBHGPHIL_02941	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
MBHGPHIL_02942	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
MBHGPHIL_02943	CDS	924	ltnD	1.1.1.411		L-threonate dehydrogenase
MBHGPHIL_02944	CDS	765	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
MBHGPHIL_02945	CDS	405	hosA			Transcriptional regulator HosA
MBHGPHIL_02946	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
MBHGPHIL_02947	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
MBHGPHIL_02948	CDS	237	vdcD			Protein VdcD
MBHGPHIL_02949	CDS	993	rpoS			RNA polymerase sigma factor RpoS
MBHGPHIL_02950	CDS	1134	nlpD_1			Murein hydrolase activator NlpD
MBHGPHIL_02951	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MBHGPHIL_02952	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
MBHGPHIL_02953	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
MBHGPHIL_02954	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
MBHGPHIL_02955	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MBHGPHIL_02956	CDS	312	ftsB		COG2919	Cell division protein FtsB
MBHGPHIL_02957	CDS	324	ygbE			Inner membrane protein YgbE
MBHGPHIL_02958	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
MBHGPHIL_02959	CDS	1440	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
MBHGPHIL_02960	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MBHGPHIL_02961	CDS	1047				hypothetical protein
	repeat_region	578				
	repeat_region	519				
MBHGPHIL_02962	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
MBHGPHIL_02963	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
MBHGPHIL_02964	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
MBHGPHIL_02965	CDS	747				hypothetical protein
MBHGPHIL_02966	CDS	1059	casC			CRISPR system Cascade subunit CasC
MBHGPHIL_02967	CDS	561				hypothetical protein
MBHGPHIL_02968	CDS	1557				hypothetical protein
MBHGPHIL_02969	CDS	2664	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
MBHGPHIL_02970	CDS	954	sopD			Secreted effector protein SopD
MBHGPHIL_02971	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
MBHGPHIL_02972	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
MBHGPHIL_02973	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
MBHGPHIL_02974	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MBHGPHIL_02975	CDS	798				hypothetical protein
	repeat_region	273				
MBHGPHIL_02976	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MBHGPHIL_02977	CDS	1299	eno	4.2.1.11	COG0148	Enolase
MBHGPHIL_02978	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
MBHGPHIL_02979	CDS	801	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
MBHGPHIL_02980	CDS	297	parE4		COG3668	Toxin ParE4
MBHGPHIL_02981	CDS	288				hypothetical protein
MBHGPHIL_02982	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MBHGPHIL_02983	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
MBHGPHIL_02984	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
MBHGPHIL_02985	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
MBHGPHIL_02986	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
MBHGPHIL_02987	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
MBHGPHIL_02988	CDS	1359	gudP_2			putative glucarate transporter
MBHGPHIL_02989	CDS	450			COG0716	putative protein
MBHGPHIL_02990	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
MBHGPHIL_02991	CDS	330	yqcC		COG3098	putative protein YqcC
MBHGPHIL_02992	CDS	546	syd			Protein Syd
MBHGPHIL_02993	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MBHGPHIL_02994	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
MBHGPHIL_02995	CDS	1290	sdaC		COG0814	Serine transporter
MBHGPHIL_02996	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
